df2_No,df2_地区名,df2_施設名,df2_住所,df2_地震,df2_津波,df2_高潮,df2_洪水,df2_土砂,df2_z,共通ID,市町村,更新日
3827,下知,下知水再生センター,NA,NA,NA,NA,NA,NA,0,E3920100285111,高知市,2023/11/1
3828,小高坂,高知大学教育学部附属小・中学校,NA,NA,NA,NA,NA,NA,0,E3920100286111,高知市,2023/11/1
3829,上街,第四小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100294111,高知市,2023/11/1
3830,上街,第四小学校放課後児童クラブ（第一・第二）,NA,NA,NA,NA,NA,NA,0,E3920100294112,高知市,2023/11/1
3831,上街,龍馬の生まれたまち記念館,NA,NA,NA,NA,NA,NA,0,E3920100296111,高知市,2023/11/1
3832,小高坂,高知小津高等学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100303111,高知市,2023/11/1
3833,小高坂,小高坂小学校放課後児童クラブ（第一・第二）,NA,NA,NA,NA,NA,NA,0,E3920100304111,高知市,2023/11/1
3834,小高坂,小高坂小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100304112,高知市,2023/11/1
3835,江ノ口,江ノ口小学校放課後児童クラブ,NA,NA,NA,NA,NA,NA,0,E3920100307111,高知市,2023/11/1
3836,江ノ口,江ノ口小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100307112,高知市,2023/11/1
3837,江ノ口,新本町公民館,NA,NA,NA,NA,NA,NA,0,E3920100308111,高知市,2023/11/1
3838,鴨田,神田小学校放課後児童クラブ（第一・第二・第三）,NA,NA,NA,NA,NA,NA,0,E3920100310111,高知市,2023/11/1
3839,鴨田,神田小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100310112,高知市,2023/11/1
3840,鴨田,西山市民会館,NA,NA,NA,NA,NA,NA,0,E3920100312111,高知市,2023/11/1
3841,鴨田,豊田集会所,NA,NA,NA,NA,NA,NA,0,E3920100313111,高知市,2023/11/1
3842,三里,三里小学校放課後児童クラブ（第一・第二）,NA,NA,NA,NA,NA,NA,0,E3920100322111,高知市,2023/11/1
3843,三里,三里小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100322112,高知市,2023/11/1
3844,三里,舟倉津波避難センター,NA,NA,NA,NA,NA,NA,0,E3920100327111,高知市,2023/11/1
3845,三里,三里文化会館,NA,NA,NA,NA,NA,NA,0,E3920100328111,高知市,2023/11/1
3846,三里,三里中学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100329111,高知市,2023/11/1
3847,三里,三里ふれあいセンター,NA,NA,NA,NA,NA,NA,0,E3920100331111,高知市,2023/11/1
3848,長浜,横浜小学校放課後児童クラブ（第一・第二・第三）,NA,NA,NA,NA,NA,NA,0,E3920100334111,高知市,2023/11/1
3849,長浜,横浜小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100334112,高知市,2023/11/1
3850,江ノ口,愛宕中学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100340111,高知市,2023/11/1
3851,潮江,総合体育館,NA,NA,NA,NA,NA,NA,0,E3920100350111,高知市,2023/11/1
3852,小高坂,城西中学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100353111,高知市,2023/11/1
3853,旭街,高知商業高等学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100355111,高知市,2023/11/1
3854,大津,舟戸公民館,NA,NA,NA,NA,NA,NA,0,E3920100360111,高知市,2023/11/1
3855,大津,高知県教育センター,NA,NA,NA,NA,NA,NA,0,E3920100360112,高知市,2023/11/1
3856,大津,高知中央高等学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100363111,高知市,2023/11/1
3857,大津,大津中学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100364111,高知市,2023/11/1
3858,大津,大津ふれあいセンター,NA,NA,NA,NA,NA,NA,0,E3920100368111,高知市,2023/11/1
3859,大津,大津小学校放課後児童クラブ（第一・第二・第三）,NA,NA,NA,NA,NA,NA,0,E3920100369111,高知市,2023/11/1
3860,大津,大津小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100369112,高知市,2023/11/1
3861,三里,高知県立大学　池キャンパス,NA,NA,NA,NA,NA,NA,0,E3920100377111,高知市,2023/11/1
3862,秦,秦ふれあいセンター,NA,NA,NA,NA,NA,NA,0,E3920100381111,高知市,2023/11/1
3863,初月,高知ろう学校,NA,NA,NA,NA,NA,NA,0,E3920100383111,高知市,2023/11/1
3864,朝倉,海老川市民会館,NA,NA,NA,NA,NA,NA,0,E3920100385111,高知市,2023/11/1
3865,朝倉,松田市民会館,NA,NA,NA,NA,NA,NA,0,E3920100386111,高知市,2023/11/1
3866,朝倉,朝倉中学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100388111,高知市,2023/11/1
3867,朝倉,朝倉市民会館,NA,NA,NA,NA,NA,NA,0,E3920100389111,高知市,2023/11/1
3868,朝倉,朝倉総合市民会館,NA,NA,NA,NA,NA,NA,0,E3920100390111,高知市,2023/11/1
3869,朝倉,朝倉小学校放課後児童クラブ（第一第二・第三）,NA,NA,NA,NA,NA,NA,0,E3920100391111,高知市,2023/11/1
3870,朝倉,朝倉小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100391112,高知市,2023/11/1
3871,介良,介良潮見台小学校放課後児童クラブ（第一・第二）,NA,NA,NA,NA,NA,NA,0,E3920100393111,高知市,2023/11/1
3872,介良,介良潮見台小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100393112,高知市,2023/11/1
3873,潮江,潮江東小学校放課後児童クラブ（第一・第二）,NA,NA,NA,NA,NA,NA,0,E3920100394111,高知市,2023/11/1
3874,潮江,潮江東小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100394112,高知市,2023/11/1
3875,長浜,旧御畳瀬小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100395111,高知市,2023/11/1
3876,長浜,荒川電工テクニカルセンター,NA,NA,NA,NA,NA,NA,0,E3920100396111,高知市,2023/11/1
3877,長浜,長浜市民会館,NA,NA,NA,NA,NA,NA,0,E3920100397111,高知市,2023/11/1
3878,長浜,長浜児童館,NA,NA,NA,NA,NA,NA,0,E3920100398111,高知市,2023/11/1
3879,長浜,長浜小学校放課後児童クラブ（第一・第二）,NA,NA,NA,NA,NA,NA,0,E3920100400111,高知市,2023/11/1
3880,長浜,長浜小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100400112,高知市,2023/11/1
3881,長浜,南海中学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100402111,高知市,2023/11/1
3882,長浜,てくとこ長浜,NA,NA,NA,NA,NA,NA,0,E3920100404112,高知市,2023/11/1
3883,長浜,宇賀公民館,NA,NA,NA,NA,NA,NA,0,E3920100405111,高知市,2023/11/1
3884,長浜,長浜ふれあいセンター,NA,NA,NA,NA,NA,NA,0,E3920100408111,高知市,2023/11/1
3885,長浜,長浜集会所,NA,NA,NA,NA,NA,NA,0,E3920100409111,高知市,2023/11/1
3886,高知街,高知追手前高等学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100412111,高知市,2023/11/1
3887,土佐山,土佐山公民館,NA,NA,NA,NA,NA,NA,0,E3920100422111,高知市,2023/11/1
3888,土佐山,梶谷公民館,NA,NA,NA,NA,NA,NA,0,E3920100423111,高知市,2023/11/1
3889,土佐山,土佐山学舎（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100424111,高知市,2023/11/1
3890,土佐山,土佐山健康福祉センター,NA,NA,NA,NA,NA,NA,0,E3920100425111,高知市,2023/11/1
3891,土佐山,旧土佐山中学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100426111,高知市,2023/11/1
3892,土佐山,高川公民館,NA,NA,NA,NA,NA,NA,0,E3920100427111,高知市,2023/11/1
3893,土佐山,土佐山夢産地パーク交流館,NA,NA,NA,NA,NA,NA,0,E3920100428111,高知市,2023/11/1
3894,土佐山,高知市工石山青少年の家,NA,NA,NA,NA,NA,NA,0,E3920100429111,高知市,2023/11/1
3895,土佐山,土佐山西川複合集会所,NA,NA,NA,NA,NA,NA,0,E3920100430111,高知市,2023/11/1
3896,土佐山,中切公民館,NA,NA,NA,NA,NA,NA,0,E3920100431111,高知市,2023/11/1
3897,秦,泉野小学校放課後児童クラブ（第一・第二・第三）,NA,NA,NA,NA,NA,NA,0,E3920100434111,高知市,2023/11/1
3898,秦,泉野小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100434112,高知市,2023/11/1
3899,旭街,高知北高等学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100435111,高知市,2023/11/1
3900,潮江,潮江市民会館,NA,NA,NA,NA,NA,NA,0,E3920100445111,高知市,2023/11/1
3901,潮江,河ノ瀬児童館（学習室）,NA,NA,NA,NA,NA,NA,0,E3920100446111,高知市,2023/11/1
3902,初月,初月ふれあいセンター,NA,NA,NA,NA,NA,NA,0,E3920100448111,高知市,2023/11/1
3903,初月,初月小学校放課後児童クラブ（第一・第二・第三）,NA,NA,NA,NA,NA,NA,0,E3920100449111,高知市,2023/11/1
3904,初月,初月小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100449112,高知市,2023/11/1
3905,潮江,潮江水再生センター,NA,NA,NA,NA,NA,NA,0,E3920100454111,高知市,2023/11/1
3906,下知,下知コミュニティセンター,NA,NA,NA,NA,NA,NA,0,E3920100460111,高知市,2023/11/1
3907,下知,昭和小学校放課後児童クラブ（第一・第二・第三）,NA,NA,NA,NA,NA,NA,0,E3920100468111,高知市,2023/11/1
3908,下知,昭和小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100468112,高知市,2023/11/1
3909,小高坂,城北中学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100475111,高知市,2023/11/1
3910,江ノ口,比島町集会所,NA,NA,NA,NA,NA,NA,0,E3920100477111,高知市,2023/11/1
3911,潮江,百石町二丁目公民館,NA,NA,NA,NA,NA,NA,0,E3920100482111,高知市,2023/11/1
3912,潮江,百石町二丁目東公民館,NA,NA,NA,NA,NA,NA,0,E3920100483111,高知市,2023/11/1
3913,潮江,潮江小学校放課後児童クラブ（第一・第二・第三）,NA,NA,NA,NA,NA,NA,0,E3920100484111,高知市,2023/11/1
3914,潮江,潮江小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100484112,高知市,2023/11/1
3915,潮江,南部健康福祉センター,NA,NA,NA,NA,NA,NA,0,E3920100485111,高知市,2023/11/1
3916,潮江,桟三西公民館,NA,NA,NA,NA,NA,NA,0,E3920100487111,高知市,2023/11/1
3917,潮江,百石町四丁目公民館,NA,NA,NA,NA,NA,NA,0,E3920100490111,高知市,2023/11/1
3918,布師田,布師田ふれあいセンター,NA,NA,NA,NA,NA,NA,0,E3920100491111,高知市,2023/11/1
3919,布師田,西谷公民館,NA,NA,NA,NA,NA,NA,0,E3920100492111,高知市,2023/11/1
3920,布師田,布師田小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100493111,高知市,2023/11/1
3921,布師田,高知刑務所,NA,NA,NA,NA,NA,NA,0,E3920100494111,高知市,2023/11/1
3922,旭街,福寿園,NA,NA,NA,NA,NA,NA,0,E3920100498111,高知市,2023/11/1
3923,下知,弥右衛門ふれあいセンター,NA,NA,NA,NA,NA,NA,0,E3920100501111,高知市,2023/11/1
3924,旭街,高知中学・高等学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100503111,高知市,2023/11/1
3925,旭街,旭東小学校放課後児童クラブ（第一・第二）,NA,NA,NA,NA,NA,NA,0,E3920100504111,高知市,2023/11/1
3926,旭街,旭東小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100504112,高知市,2023/11/1
3927,潮江,北竹島町第二公民館,NA,NA,NA,NA,NA,NA,0,E3920100506111,高知市,2023/11/1
3928,潮江,土佐塾中学・高等学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100507111,高知市,2023/11/1
3929,旭街,高知特別支援学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100519111,高知市,2023/11/1
3930,旭街,旭小学校放課後児童クラブ（第一・第二）,NA,NA,NA,NA,NA,NA,0,E3920100520111,高知市,2023/11/1
3931,旭街,旭小学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100520112,高知市,2023/11/1
3932,高知街,県民文化ホール,NA,NA,NA,NA,NA,NA,0,E3920100529111,高知市,2023/11/1
3933,朝倉,高知学芸中学・高等学校（記念体育館）,NA,NA,NA,NA,NA,NA,0,E3920100541111,高知市,2023/11/1
3934,南国,岡豊高等学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100542111,高知市,2023/11/1
3935,一宮,重倉公民館,NA,NA,NA,NA,NA,NA,0,E3920100543112,高知市,2023/11/1
3936,下知,勤労者交流館,NA,NA,NA,NA,NA,NA,0,E3920100545111,高知市,2023/11/1
3937,下知,ちより保育園,NA,NA,NA,NA,NA,NA,0,E3920100546111,高知市,2023/11/1
3938,小高坂,小高坂保育園,NA,NA,NA,NA,NA,NA,0,E3920100547111,高知市,2023/11/1
3939,小高坂,宮前保育園,NA,NA,NA,NA,NA,NA,0,E3920100548111,高知市,2023/11/1
3940,旭街,高知自動車学校,NA,NA,NA,NA,NA,NA,0,E3920100549111,高知市,2023/11/1
3941,旭街,旭保育園,NA,NA,NA,NA,NA,NA,0,E3920100550111,高知市,2023/11/1
3942,旭街,石立保育園,NA,NA,NA,NA,NA,NA,0,E3920100551111,高知市,2023/11/1
3943,潮江,河ノ瀬保育園,NA,NA,NA,NA,NA,NA,0,E3920100552111,高知市,2023/11/1
3944,五台山,吸江寺,NA,NA,NA,NA,NA,NA,0,E3920100553111,高知市,2023/11/1
3945,一宮,高知ゴルフ倶楽部,NA,NA,NA,NA,NA,NA,0,E3920100554111,高知市,2023/11/1
3946,一宮,一宮保育園,NA,NA,NA,NA,NA,NA,0,E3920100555111,高知市,2023/11/1
3947,一宮,久重保育園,NA,NA,NA,NA,NA,NA,0,E3920100556111,高知市,2023/11/1
3948,秦,三谷公民館,NA,NA,NA,NA,NA,NA,0,E3920100558111,高知市,2023/11/1
3949,秦,七ツ淵南公民館,NA,NA,NA,NA,NA,NA,0,E3920100559111,高知市,2023/11/1
3950,秦,弘法寺,NA,NA,NA,NA,NA,NA,0,E3920100560111,高知市,2023/11/1
3951,秦,土佐厳島神社,NA,NA,NA,NA,NA,NA,0,E3920100561111,高知市,2023/11/1
3952,秦,秦中央保育園,NA,NA,NA,NA,NA,NA,0,E3920100562111,高知市,2023/11/1
3953,朝倉,朝倉保育園,NA,NA,NA,NA,NA,NA,0,E3920100563111,高知市,2023/11/1
3954,朝倉,若葉保育園,NA,NA,NA,NA,NA,NA,0,E3920100564111,高知市,2023/11/1
3955,朝倉,正法寺,NA,NA,NA,NA,NA,NA,0,E3920100565111,高知市,2023/11/1
3956,鴨田,神田みどり保育園,NA,NA,NA,NA,NA,NA,0,E3920100566111,高知市,2023/11/1
3957,長浜,長浜保育園,NA,NA,NA,NA,NA,NA,0,E3920100567111,高知市,2023/11/1
3958,大津,大津保育園,NA,NA,NA,NA,NA,NA,0,E3920100568111,高知市,2023/11/1
3959,介良,中野保育園,NA,NA,NA,NA,NA,NA,0,E3920100569111,高知市,2023/11/1
3960,介良,愛善保育園,NA,NA,NA,NA,NA,NA,0,E3920100570111,高知市,2023/11/1
3961,介良,介良西部保育園,NA,NA,NA,NA,NA,NA,0,E3920100571111,高知市,2023/11/1
3962,鏡,かがみ幼稚園,NA,NA,NA,NA,NA,NA,0,E3920100572111,高知市,2023/11/1
3963,鏡,かがみ保育園,NA,NA,NA,NA,NA,NA,0,E3920100573111,高知市,2023/11/1
3964,土佐山,桑尾公会堂,NA,NA,NA,NA,NA,NA,0,E3920100574111,高知市,2023/11/1
3965,土佐山,東川公会堂,NA,NA,NA,NA,NA,NA,0,E3920100575111,高知市,2023/11/1
3966,土佐山,とさやま保育園,NA,NA,NA,NA,NA,NA,0,E3920100576111,高知市,2023/11/1
3967,春野,春野弘岡上保育園,NA,NA,NA,NA,NA,NA,0,E3920100577111,高知市,2023/11/1
3968,春野,春野弘岡中保育園,NA,NA,NA,NA,NA,NA,0,E3920100578111,高知市,2023/11/1
3969,春野,春野中央保育園,NA,NA,NA,NA,NA,NA,0,E3920100579111,高知市,2023/11/1
3970,春野,春野仁西保育園,NA,NA,NA,NA,NA,NA,0,E3920100580111,高知市,2023/11/1
3971,春野,春野西保育園,NA,NA,NA,NA,NA,NA,0,E3920100581111,高知市,2023/11/1
3972,春野,春野平和保育園,NA,NA,NA,NA,NA,NA,0,E3920100582111,高知市,2023/11/1
3973,南街,さえんば保育園,NA,NA,NA,NA,NA,NA,0,E3920100586111,高知市,2023/11/1
3974,南国,清和女子中・高等学校（体育館）,NA,NA,NA,NA,NA,NA,0,E3920100586112,高知市,2023/11/1
3975,一宮,久礼野公民館,NA,NA,NA,NA,NA,NA,0,E3920100587111,高知市,2023/11/1
3976,朝倉,領家公民館,NA,NA,NA,NA,NA,NA,0,E3920100588111,高知市,2023/11/1
3977,一宮,一宮老人福祉センター,NA,NA,NA,NA,NA,NA,0,E3920100599111,高知市,2023/11/1
3978,室戸,（旧）三高小学校 ,NA,O,X,NA,O,X,0,E3920200031111,室戸市,2023/3/27
3979,室戸,（旧）室戸岬小学校 ,NA,O,X,NA,O,X,0,E3920200035111,室戸市,2023/3/27
3980,室戸,アクアファーム ,NA,O,X,NA,O,X,0,E3920200032111,室戸市,2023/3/27
3981,室戸,キラメッセ室戸 ,NA,O,X,NA,O,O,0,E3920200015111,室戸市,2023/3/27
3982,室戸,シレストむろと ,NA,O,X,NA,O,O,0,E3920200034111,室戸市,2023/3/27
3983,室戸,羽根公民館 ,NA,O,X,NA,O,O,0,E3920200001111,室戸市,2023/3/27
3984,室戸,羽根市民館 ,NA,O,X,NA,O,O,0,E3920200004111,室戸市,2023/3/27
3985,室戸,羽根児童館 ,NA,O,X,NA,O,O,0,E3920200052112,室戸市,2023/3/27
3986,室戸,羽根小学校 ,NA,O,X,NA,O,O,0,E3920200005111,室戸市,2023/3/27
3987,室戸,羽根中学校 ,NA,O,O,NA,O,O,0,E3920200006111,室戸市,2023/3/27
3988,室戸,吉良川公民館 ,NA,X,O,NA,O,O,0,E3920200011111,室戸市,2023/3/27
3989,室戸,吉良川市民館 ,NA,O,X,NA,O,X,0,E3920200010111,室戸市,2023/3/27
3990,室戸,吉良川小学校 ,NA,O,O,NA,O,O,0,E3920200013111,室戸市,2023/3/27
3991,室戸,吉良川第一保育所 ,NA,O,O,NA,O,X,0,E3920200014111,室戸市,2023/3/27
3992,室戸,吉良川中学校 ,NA,O,X,NA,O,O,0,E3920200008111,室戸市,2023/3/27
3993,室戸,吉良川防災コミュニティセン ター ,NA,O,O,NA,O,O,0,E3920200012111,室戸市,2023/3/27
3994,室戸,県立室戸体育館 ,NA,O,O,NA,O,O,0,E3920200040111,室戸市,2023/3/27
3995,室戸,元小学校 ,NA,O,X,NA,O,X,0,E3920200019111,室戸市,2023/3/27
3996,室戸,元防災コミュニティセンター ,NA,O,O,NA,O,X,0,E3920200017111,室戸市,2023/3/27
3997,室戸,行当教育集会所 ,NA,NA,NA,NA,NA,NA,0,E3920200020111,室戸市,2023/3/27
3998,室戸,行当市民館 ,NA,NA,NA,NA,NA,NA,0,E3920200022111,室戸市,2023/3/27
3999,室戸,行当老人憩の家 ,NA,NA,NA,NA,NA,NA,0,E3920200021111,室戸市,2023/3/27
4000,室戸,高岡コミュニティセンター ,NA,O,O,NA,O,X,0,E3920200033111,室戸市,2023/3/27
4001,室戸,国立室戸青少年自然の家 ,NA,NA,NA,NA,NA,NA,0,E3920200016111,室戸市,2023/3/27
4002,室戸,佐喜浜市民館 ,NA,O,X,NA,O,X,0,E3920200028111,室戸市,2023/3/27
4003,室戸,佐喜浜小学校 ,NA,O,X,NA,O,O,0,E3920200026111,室戸市,2023/3/27
4004,室戸,佐喜浜生活改善センター ,NA,O,X,NA,O,O,0,E3920200025111,室戸市,2023/3/27
4005,室戸,佐喜浜中学校 ,NA,O,X,NA,O,O,0,E3920200027111,室戸市,2023/3/27
4006,室戸,佐喜浜保育所 ,NA,O,O,NA,O,X,0,E3920200024111,室戸市,2023/3/27
4007,室戸,佐喜浜防災コミュニティセン ター ,NA,O,O,NA,O,X,0,E3920200023111,室戸市,2023/3/27
4008,室戸,菜生市民館 ,NA,NA,NA,NA,NA,NA,0,E3920200038111,室戸市,2023/3/27
4009,室戸,菜生老人憩いの家 ,NA,NA,NA,NA,NA,NA,0,E3920200039111,室戸市,2023/3/27
4010,室戸,三津防災コミュニティセンタ ー,NA,O,O,NA,O,O,0,E3920200030111,室戸市,2023/3/27
4011,室戸,室戸勤労者体育センター ,NA,O,O,NA,O,X,0,E3920200041111,室戸市,2023/3/27
4012,室戸,室戸高等学校 ,NA,NA,NA,NA,NA,NA,0,E3920200043111,室戸市,2023/3/27
4013,室戸,室戸市中央公園相撲場 ,NA,O,O,NA,O,O,0,E3920200040112,室戸市,2023/3/27
4014,室戸,室戸市保健福祉センター ,NA,O,X,NA,O,O,0,E3920200051111,室戸市,2023/3/27
4015,室戸,室戸小学校 ,NA,O,X,NA,O,O,0,E3920200046111,室戸市,2023/3/27
4016,室戸,室戸岬公民館 ,NA,O,X,NA,O,X,0,E3920200037111,室戸市,2023/3/27
4017,室戸,上段教育集会所 ,NA,O,O,NA,O,O,0,E3920200003111,室戸市,2023/3/27
4018,室戸,上段老人憩いの家 ,NA,O,O,NA,O,O,0,E3920200002111,室戸市,2023/3/27
4019,室戸,世界ジオパークセンター ,NA,O,X,NA,O,X,0,E3920200029111,室戸市,2023/3/27
4020,室戸,西灘老人憩の家 ,NA,NA,NA,NA,NA,NA,0,E3920200009111,室戸市,2023/3/27
4021,室戸,大谷市民館 ,NA,O,O,NA,O,O,0,E3920200048112,室戸市,2023/3/27
4022,室戸,大谷第二教育集会所 ,NA,O,O,NA,O,O,0,E3920200042111,室戸市,2023/3/27
4023,室戸,大谷保育所 ,NA,O,O,NA,O,O,0,E3920200047111,室戸市,2023/3/27
4024,室戸,大谷老人憩いの家 ,NA,X,O,NA,O,O,0,E3920200048111,室戸市,2023/3/27
4025,室戸,中川内小・中学校 ,NA,O,O,NA,O,O,0,E3920200007111,室戸市,2023/3/27
4026,室戸,椎名集落活動センター ,NA,O,X,NA,O,X,0,E3920200036111,室戸市,2023/3/27
4027,穴内,穴内小学校,NA,NA,NA,NA,NA,NA,0,E3920300144111,安芸市,2024/7/2
4028,穴内,穴内保育所,NA,NA,NA,NA,NA,NA,0,E3920300036111,安芸市,2024/7/2
4029,東川,大井公民館,NA,NA,NA,NA,NA,NA,0,E3920300098111,安芸市,2024/7/2
4030,東川,東川公民館,NA,NA,NA,NA,NA,NA,0,E3920300117111,安芸市,2024/7/2
4031,東川,東川小中学校,NA,NA,NA,NA,NA,NA,0,E3920300118111,安芸市,2024/7/2
4032,安芸町,安芸おひさま保育所,NA,NA,NA,NA,NA,NA,0,E3920300140111,安芸市,2024/7/2
4033,伊尾木,伊尾木保育所,NA,NA,NA,NA,NA,NA,0,E3920300010111,安芸市,2024/7/2
4034,僧津,井ノ口小学校,NA,NA,NA,NA,NA,NA,0,E3920300143111,安芸市,2024/7/2
4035,僧津,井ノ口保育所,NA,NA,NA,NA,NA,NA,0,E3920300014111,安芸市,2024/7/2
4036,僧津,井ノ口公民館,NA,NA,NA,NA,NA,NA,0,E3920300021111,安芸市,2024/7/2
4037,川北,江川公民館,NA,NA,NA,NA,NA,NA,0,E3920300076111,安芸市,2024/7/2
4038,川北,清水ヶ丘体育館,NA,NA,NA,NA,NA,NA,0,E3920300089111,安芸市,2024/7/2
4039,川北,清水ヶ丘中学校,NA,NA,NA,NA,NA,NA,0,E3920300090111,安芸市,2024/7/2
4040,安芸町,総合運動場多目的体育館 （安芸ドーム）,NA,NA,NA,NA,NA,NA,0,E3920300051111,安芸市,2024/7/2
4041,川北,内原野体育館,NA,NA,NA,NA,NA,NA,0,E3920300074111,安芸市,2024/7/2
4042,畑山,畑山ふるさと交流センター,NA,NA,NA,NA,NA,NA,0,E3920300119111,安芸市,2024/7/2
4043,南国,ＳＵＮＳＵＮながおか ,NA,O,O,NA,O,O,0,E3920400024111,南国市,2021/2/1
4044,南国,あけぼの保育所 ,NA,O,O,NA,X,O,0,E3920400094111,南国市,2021/2/1
4045,南国,たちばな幼稚園 ,NA,O,O,NA,O,X,0,E3920400056111,南国市,2021/2/1
4046,南国,稲生ふれあい館 ,NA,O,O,NA,X,X,0,E3920400009111,南国市,2021/2/1
4047,南国,稲生小学校 ,NA,O,O,NA,X,X,0,E3920400146111,南国市,2021/2/1
4048,南国,岡豊ふれあい館 ,NA,O,O,NA,X,O,0,E3920400020111,南国市,2021/2/1
4049,南国,岡豊高等学校　※高知市と1/2 ,NA,O,O,NA,O,O,0,E3920400019111,南国市,2021/2/1
4050,南国,岡豊小学校 ,NA,O,O,NA,O,O,0,E3920400021111,南国市,2021/2/1
4051,南国,岡豊保育園 ,NA,O,O,NA,X,O,0,E3920400022111,南国市,2021/2/1
4052,南国,岩村ふれあいセンター ,NA,O,O,NA,X,O,0,E3920400114111,南国市,2021/2/1
4053,南国,久礼田小学校 ,NA,O,O,NA,O,O,0,E3920400038111,南国市,2021/2/1
4054,南国,久礼田体育館 ,NA,O,O,NA,O,O,0,E3920400039111,南国市,2021/2/1
4055,南国,久礼田保育所 ,NA,O,O,NA,O,O,0,E3920400040111,南国市,2021/2/1
4056,南国,後免町防災コミュニティセンター ,NA,O,O,NA,O,O,0,E3920400047111,南国市,2021/2/1
4057,南国,後免野田小学校 ,NA,O,O,NA,O,O,0,E3920400028111,南国市,2021/2/1
4058,南国,後免野田保育園 ,NA,O,O,NA,X,O,0,E3920400072111,南国市,2021/2/1
4059,南国,香長中学校 ,NA,O,O,NA,O,O,0,E3920400087111,南国市,2021/2/1
4060,南国,香南中学校 ,NA,O,O,NA,O,O,0,E3920400132111,南国市,2021/2/1
4061,南国,高知東工業高等学校 ,NA,O,O,NA,O,O,0,E3920400057111,南国市,2021/2/1
4062,南国,高知農業高等学校 ,NA,O,O,NA,O,O,0,E3920400098111,南国市,2021/2/1
4063,南国,高齢者多世代交流プラザ ,NA,O,O,NA,O,X,0,E3920400061111,南国市,2021/2/1
4064,南国,国府公民館 ,NA,O,O,NA,O,O,0,E3920400051111,南国市,2021/2/1
4065,南国,国府小学校 ,NA,O,O,NA,O,O,0,E3920400052111,南国市,2021/2/1
4066,南国,国府保育所 ,NA,O,O,NA,O,O,0,E3920400050111,南国市,2021/2/1
4067,南国,黒滝自然館せいらん ,NA,O,O,NA,O,X,0,E3920400053111,南国市,2021/2/1
4068,南国,三和スポーツ交流センター ,NA,O,O,NA,O,O,0,E3920400118111,南国市,2021/2/1
4069,南国,三和小学校 ,NA,O,O,NA,O,O,0,E3920400128111,南国市,2021/2/1
4070,南国,三和防災コミュニティーセンター ,NA,O,O,NA,O,O,0,E3920400129111,南国市,2021/2/1
4071,南国,市立図書館 ,NA,O,O,NA,O,O,0,E3920400058111,南国市,2021/2/1
4072,南国,十市小学校 ,NA,O,O,NA,O,X,0,E3920400134111,南国市,2021/2/1
4073,南国,十市農業協同組合 ,NA,O,O,NA,O,X,0,E3920400063111,南国市,2021/2/1
4074,南国,十市保育園 ,NA,O,O,NA,O,X,0,E3920400061112,南国市,2021/2/1
4075,南国,清和女子中・高等学校　※高知市と1/2 ,NA,O,O,NA,O,O,0,E3920400125111,南国市,2021/2/1
4076,南国,前浜防災コミュニティーセンター ,NA,O,O,NA,O,O,0,E3920400076111,南国市,2021/2/1
4077,南国,大篠小学校 ,NA,O,O,NA,O,O,0,E3920400089111,南国市,2021/2/1
